rt_id,Judge,Type,Category,Round,Heat,Stn,stanica,FWL1,FWM1,DF1,CDP1,sm,bm,turnir,krit,val1,val2,val3,Acro 1,Acro 2,Acro 3,Acro 4,Acro 5,Acro 6,Acro 7,Acro 8
1558,A,,Rock'n'Roll-Juveniles,Final,1,153,1,-35,-25,11.25,7,0,0,143,DF,1,2,1.5,0,0,0,0,0,0,-1,-1
1558,A,,Rock'n'Roll-Juveniles,Final,2,182,1,-10,-25,13.75,9,-2,0,143,CDP,1,1.5,2,0,0,0,0,0,0,-1,-1
1558,A,,Rock'n'Roll-Juveniles,Final,2,182,1,-10,-25,13.75,9,-2,0,143,DF,1.5,2,2,0,0,0,0,0,0,-1,-1
1558,A,,Rock'n'Roll-Juveniles,Final,3,149,1,-35,-25,11.25,7,-4,0,143,CDP,1,1.5,1,0,0,0,0,0,0,-1,-1
1558,A,,Rock'n'Roll-Juveniles,Final,3,149,1,-35,-25,11.25,7,-4,0,143,DF,1,1.5,2,0,0,0,0,0,0,-1,-1
1558,A,,Rock'n'Roll-Juveniles,Final,4,78,1,-10,-5,18.75,13,0,0,143,CDP,2,2,2.5,0,0,0,0,0,0,-1,-1
1558,A,,Rock'n'Roll-Juveniles,Final,4,78,1,-10,-5,18.75,13,0,0,143,DF,2,2,2.5,0,0,0,0,0,0,-1,-1
1558,A,,Rock'n'Roll-Juveniles,Final,5,235,1,-15,-10,16.25,11,-2,0,143,CDP,2,1,2,0,0,0,0,0,0,-1,-1
1558,A,,Rock'n'Roll-Juveniles,Final,5,235,1,-15,-10,16.25,11,-2,0,143,DF,1.5,2,2,0,0,0,0,0,0,-1,-1
1558,A,,Rock'n'Roll-Juveniles,Final,6,135,1,-25,-35,13.75,9,-2,0,143,CDP,1,1.5,1.5,0,0,0,0,0,0,-1,-1
1558,A,,Rock'n'Roll-Juveniles,Final,6,135,1,-25,-35,13.75,9,-2,0,143,DF,1,1.5,2,0,0,0,0,0,0,-1,-1
1558,B,,Rock'n'Roll-Juveniles,Final,1,153,2,-35,-25,10,8,0,0,143,CDP,1.5,1.5,1,0,0,0,0,0,0,-1,-1
1558,B,,Rock'n'Roll-Juveniles,Final,1,153,2,-35,-25,10,8,0,0,143,DF,1,1.5,1.5,0,0,0,0,0,0,-1,-1
1558,B,,Rock'n'Roll-Juveniles,Final,2,182,2,-15,-35,12.5,8,0,0,143,DF,1.5,2,1.5,0,0,0,0,0,0,-1,-1
1558,B,,Rock'n'Roll-Juveniles,Final,2,182,2,-15,-35,12.5,8,0,0,143,CDP,1.5,1.5,1,0,0,0,0,0,0,-1,-1
1558,B,,Rock'n'Roll-Juveniles,Final,3,149,2,-15,-50,10,9,0,0,143,CDP,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1558,B,,Rock'n'Roll-Juveniles,Final,3,149,2,-15,-50,10,9,0,0,143,DF,1.5,1,1.5,0,0,0,0,0,0,-1,-1
1558,B,,Rock'n'Roll-Juveniles,Final,4,78,2,-10,-15,13.75,11,0,0,143,CDP,1.5,2,2,0,0,0,0,0,0,-1,-1
1558,B,,Rock'n'Roll-Juveniles,Final,4,78,2,-10,-15,13.75,11,0,0,143,DF,1.5,2,2,0,0,0,0,0,0,-1,-1
1558,B,,Rock'n'Roll-Juveniles,Final,5,235,2,-15,-15,12.5,9,0,0,143,DF,1.5,2,1.5,0,0,0,0,0,0,-1,-1
1558,B,,Rock'n'Roll-Juveniles,Final,5,235,2,-15,-15,12.5,9,0,0,143,CDP,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1558,B,,Rock'n'Roll-Juveniles,Final,6,135,2,-15,-35,8.75,7,0,0,143,DF,1,1.5,1,0,0,0,0,0,0,-1,-1
1558,B,,Rock'n'Roll-Juveniles,Final,6,135,2,-15,-35,8.75,7,0,0,143,CDP,1,1.5,1,0,0,0,0,0,0,-1,-1
1558,C,,Rock'n'Roll-Juveniles,Final,1,153,3,-50,-35,6.25,7,0,0,143,CDP,1,1,1.5,0,0,0,0,0,0,-1,-1
1558,C,,Rock'n'Roll-Juveniles,Final,1,153,3,-50,-35,6.25,7,0,0,143,DF,0.5,1,1,0,0,0,0,0,0,-1,-1
1558,C,,Rock'n'Roll-Juveniles,Final,2,182,3,-15,-25,11.25,10,0,0,143,CDP,1.5,2,1.5,0,0,0,0,0,0,-1,-1
1558,C,,Rock'n'Roll-Juveniles,Final,2,182,3,-15,-25,11.25,10,0,0,143,DF,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1558,C,,Rock'n'Roll-Juveniles,Final,3,149,3,-15,-15,13.75,10,0,0,143,DF,1.5,2,2,0,0,0,0,0,0,-1,-1
1558,C,,Rock'n'Roll-Juveniles,Final,3,149,3,-15,-15,13.75,10,0,0,143,CDP,2,1.5,1.5,0,0,0,0,0,0,-1,-1
1558,C,,Rock'n'Roll-Juveniles,Final,4,78,3,-10,-10,15,13,0,0,143,CDP,2,2,2,0,0,0,0,0,0,-1,-1
1558,C,,Rock'n'Roll-Juveniles,Final,4,78,3,-10,-10,15,13,0,0,143,DF,2,2,2,0,0,0,0,0,0,-1,-1
1558,C,,Rock'n'Roll-Juveniles,Final,5,235,3,-25,-35,12.5,11,0,0,143,CDP,2,1.5,1.5,0,0,0,0,0,0,-1,-1
1558,C,,Rock'n'Roll-Juveniles,Final,5,235,3,-25,-35,12.5,11,0,0,143,DF,1.5,1.5,2,0,0,0,0,0,0,-1,-1
1558,C,,Rock'n'Roll-Juveniles,Final,6,135,3,-25,-25,12.5,11,0,0,143,CDP,2,1.5,1.5,0,0,0,0,0,0,-1,-1
1558,C,,Rock'n'Roll-Juveniles,Final,6,135,3,-25,-25,12.5,11,0,0,143,DF,2,1.5,1.5,0,0,0,0,0,0,-1,-1
1558,D,,Rock'n'Roll-Juveniles,Final,1,153,4,-35,-25,10,8,0,0,143,CDP,1.5,1.5,1,0,0,0,0,0,0,-1,-1
1558,D,,Rock'n'Roll-Juveniles,Final,1,153,4,-35,-25,10,8,0,0,143,DF,1.5,1,1.5,0,0,0,0,0,0,-1,-1
1558,D,,Rock'n'Roll-Juveniles,Final,2,182,4,-25,-25,13.75,13,0,0,143,CDP,2.5,2,2,0,0,0,0,0,0,-1,-1
1558,D,,Rock'n'Roll-Juveniles,Final,2,182,4,-25,-25,13.75,13,0,0,143,DF,2,1.5,2,0,0,0,0,0,0,-1,-1
1558,D,,Rock'n'Roll-Juveniles,Final,3,149,4,-15,-15,16.25,12,0,0,143,CDP,1.5,2,2.5,0,0,0,0,0,0,-1,-1
1558,D,,Rock'n'Roll-Juveniles,Final,3,149,4,-15,-15,16.25,12,0,0,143,DF,2,2,2.5,0,0,0,0,0,0,-1,-1
1558,D,,Rock'n'Roll-Juveniles,Final,4,78,4,-10,-10,16.25,15,0,0,143,CDP,2.5,2.5,2.5,0,0,0,0,0,0,-1,-1
1558,D,,Rock'n'Roll-Juveniles,Final,4,78,4,-10,-10,16.25,15,0,0,143,DF,2,2,2.5,0,0,0,0,0,0,-1,-1
1558,D,,Rock'n'Roll-Juveniles,Final,5,235,4,-15,-10,11.25,10,0,0,143,CDP,1.5,1.5,2,0,0,0,0,0,0,-1,-1
1558,D,,Rock'n'Roll-Juveniles,Final,5,235,4,-15,-10,11.25,10,0,0,143,DF,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1558,D,,Rock'n'Roll-Juveniles,Final,6,135,4,-15,-35,11.25,10,0,0,143,DF,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1558,D,,Rock'n'Roll-Juveniles,Final,6,135,4,-15,-35,11.25,10,0,0,143,CDP,1.5,1.5,2,0,0,0,0,0,0,-1,-1
1558,E,,Rock'n'Roll-Juveniles,Final,1,153,5,-50,-35,8.75,7,0,0,143,CDP,1,1.5,1,0,0,0,0,0,0,-1,-1
1558,E,,Rock'n'Roll-Juveniles,Final,1,153,5,-50,-35,8.75,7,0,0,143,DF,1.5,1,1,0,0,0,0,0,0,-1,-1
1558,E,,Rock'n'Roll-Juveniles,Final,2,182,5,-50,-35,11.25,9,0,0,143,CDP,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1558,E,,Rock'n'Roll-Juveniles,Final,2,182,5,-50,-35,11.25,9,0,0,143,DF,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1558,E,,Rock'n'Roll-Juveniles,Final,3,149,5,-15,-15,15,11,0,0,143,CDP,2,1.5,2,0,0,0,0,0,0,-1,-1
1558,E,,Rock'n'Roll-Juveniles,Final,3,149,5,-15,-15,15,11,0,0,143,DF,2,2,2,0,0,0,0,0,0,-1,-1
1558,E,,Rock'n'Roll-Juveniles,Final,4,78,5,-25,-25,13.75,9,0,0,143,CDP,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1558,E,,Rock'n'Roll-Juveniles,Final,4,78,5,-25,-25,13.75,9,0,0,143,DF,2,2,1.5,0,0,0,0,0,0,-1,-1
1558,E,,Rock'n'Roll-Juveniles,Final,5,235,5,-35,-35,10,9,0,0,143,CDP,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1558,E,,Rock'n'Roll-Juveniles,Final,5,235,5,-35,-35,10,9,0,0,143,DF,1.5,1.5,1,0,0,0,0,0,0,-1,-1
1558,E,,Rock'n'Roll-Juveniles,Final,6,135,5,-35,-50,7.5,7,0,0,143,CDP,1.5,1,1,0,0,0,0,0,0,-1,-1
1558,E,,Rock'n'Roll-Juveniles,Final,6,135,5,-35,-50,7.5,7,0,0,143,DF,1,1,1,0,0,0,0,0,0,-1,-1
1559,B,F,Rock'n'Roll-Main Class Contact Style,First round,1,172,2,-35,-35,6.25,7,0,0,143,CDP,1,1.5,1,0,0,0,0,0,0,-1,-1
1559,B,F,Rock'n'Roll-Main Class Contact Style,First round,1,172,2,-35,-35,6.25,7,0,0,143,DF,0.5,1,1,0,0,0,0,0,0,-1,-1
1559,B,F,Rock'n'Roll-Main Class Contact Style,First round,2,300,2,-35,-75,5,4,-2,0,143,CDP,0.5,1,0.5,0,0,0,0,0,0,-1,-1
1559,B,F,Rock'n'Roll-Main Class Contact Style,First round,2,300,2,-35,-75,5,4,-2,0,143,DF,0.5,0.5,1,0,0,0,0,0,0,-1,-1
1559,B,F,Rock'n'Roll-Main Class Contact Style,First round,3,362,2,-10,-10,12.5,10,0,0,143,CDP,1.5,1.5,2,0,0,0,0,0,0,-1,-1
1559,B,F,Rock'n'Roll-Main Class Contact Style,First round,3,362,2,-10,-10,12.5,10,0,0,143,DF,1.5,2,1.5,0,0,0,0,0,0,-1,-1
1559,B,F,Rock'n'Roll-Main Class Contact Style,First round,4,283,2,-35,-35,7.5,6,0,0,143,DF,1,1,1,0,0,0,0,0,0,-1,-1
1559,B,F,Rock'n'Roll-Main Class Contact Style,First round,4,283,2,-35,-35,7.5,6,0,0,143,CDP,1,1,1,0,0,0,0,0,0,-1,-1
1559,B,F,Rock'n'Roll-Main Class Contact Style,First round,5,181,2,-15,-25,8.75,6,0,0,143,CDP,1,1,1,0,0,0,0,0,0,-1,-1
1559,B,F,Rock'n'Roll-Main Class Contact Style,First round,5,181,2,-15,-25,8.75,6,0,0,143,DF,1,1.5,1,0,0,0,0,0,0,-1,-1
1559,B,F,Rock'n'Roll-Main Class Contact Style,First round,6,179,2,-15,-15,11.25,7,0,0,143,CDP,1,1,1.5,0,0,0,0,0,0,-1,-1
1559,B,F,Rock'n'Roll-Main Class Contact Style,First round,6,179,2,-15,-15,11.25,7,0,0,143,DF,1,2,1.5,0,0,0,0,0,0,-1,-1
1559,B,F,Rock'n'Roll-Main Class Contact Style,First round,7,363,2,-15,-10,11.25,9,0,0,143,DF,1,2,1.5,0,0,0,0,0,0,-1,-1
1559,B,F,Rock'n'Roll-Main Class Contact Style,First round,7,363,2,-15,-10,11.25,9,0,0,143,CDP,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1559,B,F,Rock'n'Roll-Main Class Contact Style,First round,8,71,2,-50,-50,6.25,6,0,-10,143,DF,0.5,1,1,0,0,0,0,0,0,-1,-1
1559,B,F,Rock'n'Roll-Main Class Contact Style,First round,8,71,2,-50,-50,6.25,6,0,-10,143,CDP,1,1,1,0,0,0,0,0,0,-1,-1
1559,C,F,Rock'n'Roll-Main Class Contact Style,First round,1,172,3,-50,-35,7.5,7,0,0,143,CDP,0.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1559,C,F,Rock'n'Roll-Main Class Contact Style,First round,1,172,3,-50,-35,7.5,7,0,0,143,DF,1,1,1,0,0,0,0,0,0,-1,-1
1559,C,F,Rock'n'Roll-Main Class Contact Style,First round,2,300,3,-35,-50,11.25,8,0,0,143,CDP,1,1.5,1.5,0,0,0,0,0,0,-1,-1
1559,C,F,Rock'n'Roll-Main Class Contact Style,First round,2,300,3,-35,-50,11.25,8,0,0,143,DF,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1559,C,F,Rock'n'Roll-Main Class Contact Style,First round,3,362,3,-25,-25,12.5,9,0,0,143,CDP,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1559,C,F,Rock'n'Roll-Main Class Contact Style,First round,3,362,3,-25,-25,12.5,9,0,0,143,DF,2,1.5,1.5,0,0,0,0,0,0,-1,-1
1559,C,F,Rock'n'Roll-Main Class Contact Style,First round,4,283,3,-50,-35,8.75,8,0,0,143,CDP,1,1.5,1.5,0,0,0,0,0,0,-1,-1
1559,C,F,Rock'n'Roll-Main Class Contact Style,First round,4,283,3,-50,-35,8.75,8,0,0,143,DF,1.5,1,1,0,0,0,0,0,0,-1,-1
1559,C,F,Rock'n'Roll-Main Class Contact Style,First round,5,181,3,-25,-25,8.75,8,0,0,143,DF,1,1.5,1,0,0,0,0,0,0,-1,-1
1559,C,F,Rock'n'Roll-Main Class Contact Style,First round,5,181,3,-25,-25,8.75,8,0,0,143,CDP,1,1.5,1.5,0,0,0,0,0,0,-1,-1
1559,C,F,Rock'n'Roll-Main Class Contact Style,First round,6,179,3,-25,-15,12.5,10,0,0,143,CDP,2,1.5,1.5,0,0,0,0,0,0,-1,-1
1559,C,F,Rock'n'Roll-Main Class Contact Style,First round,6,179,3,-25,-15,12.5,10,0,0,143,DF,1.5,2,1.5,0,0,0,0,0,0,-1,-1
1559,C,F,Rock'n'Roll-Main Class Contact Style,First round,7,363,3,-25,-15,11.25,9,0,0,143,CDP,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1559,C,F,Rock'n'Roll-Main Class Contact Style,First round,7,363,3,-25,-15,11.25,9,0,0,143,DF,1,2,1.5,0,0,0,0,0,0,-1,-1
1559,C,F,Rock'n'Roll-Main Class Contact Style,First round,8,71,3,-50,-50,7.5,8,0,-30,143,DF,1,1,1,0,0,0,0,0,0,-1,-1
1559,C,F,Rock'n'Roll-Main Class Contact Style,First round,8,71,3,-50,-50,7.5,8,0,-30,143,CDP,1,1.5,1.5,0,0,0,0,0,0,-1,-1
1559,E,F,Rock'n'Roll-Main Class Contact Style,First round,1,172,5,-50,-35,7.5,6,0,0,143,DF,1,1,1,0,0,0,0,0,0,-1,-1
1559,E,F,Rock'n'Roll-Main Class Contact Style,First round,1,172,5,-50,-35,7.5,6,0,0,143,CDP,1,1,1,0,0,0,0,0,0,-1,-1
1559,E,F,Rock'n'Roll-Main Class Contact Style,First round,2,300,5,-50,-75,11.25,7,0,0,143,CDP,1.5,1,1,0,0,0,0,0,0,-1,-1
1559,E,F,Rock'n'Roll-Main Class Contact Style,First round,2,300,5,-50,-75,11.25,7,0,0,143,DF,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1559,E,F,Rock'n'Roll-Main Class Contact Style,First round,3,362,5,-15,-25,15,10,0,0,143,CDP,1.5,2,1.5,0,0,0,0,0,0,-1,-1
1559,E,F,Rock'n'Roll-Main Class Contact Style,First round,3,362,5,-15,-25,15,10,0,0,143,DF,2,2,2,0,0,0,0,0,0,-1,-1
1559,E,F,Rock'n'Roll-Main Class Contact Style,First round,4,283,5,-35,-35,11.25,6,0,0,143,DF,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1559,E,F,Rock'n'Roll-Main Class Contact Style,First round,4,283,5,-35,-35,11.25,6,0,0,143,CDP,1,1,1,0,0,0,0,0,0,-1,-1
1559,E,F,Rock'n'Roll-Main Class Contact Style,First round,5,181,5,-35,-35,11.25,7,0,0,143,CDP,1,1.5,1,0,0,0,0,0,0,-1,-1
1559,E,F,Rock'n'Roll-Main Class Contact Style,First round,5,181,5,-35,-35,11.25,7,0,0,143,DF,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1559,E,F,Rock'n'Roll-Main Class Contact Style,First round,6,179,5,-25,-15,12.5,9,0,0,143,CDP,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1559,E,F,Rock'n'Roll-Main Class Contact Style,First round,6,179,5,-25,-15,12.5,9,0,0,143,DF,1.5,2,1.5,0,0,0,0,0,0,-1,-1
1559,E,F,Rock'n'Roll-Main Class Contact Style,First round,7,363,5,-10,-10,11.25,9,0,0,143,CDP,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1559,E,F,Rock'n'Roll-Main Class Contact Style,First round,7,363,5,-10,-10,11.25,9,0,0,143,DF,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1559,E,F,Rock'n'Roll-Main Class Contact Style,First round,8,71,5,-75,-75,6.25,3,0,-30,143,CDP,0.5,0.5,0.5,0,0,0,0,0,0,-1,-1
1559,E,F,Rock'n'Roll-Main Class Contact Style,First round,8,71,5,-75,-75,6.25,3,0,-30,143,DF,0.5,1,1,0,0,0,0,0,0,-1,-1
1561,A,,Rock'n'Roll-Juniors,Final,1,494,1,-15,-10,12,10,0,0,143,AE,1.5,2,2,0,0,0,0,0,3,-1,-1
1561,A,,Rock'n'Roll-Juniors,Final,1,494,1,-15,-10,12,10,0,0,143,DF,2,2,2,0,0,0,0,0,3,-1,-1
1561,A,,Rock'n'Roll-Juniors,Final,1,494,1,-15,-10,12,10,0,0,143,CDP,1.5,2,1.5,0,0,0,0,0,3,-1,-1
1561,A,,Rock'n'Roll-Juniors,Final,2,491,1,-5,-5,15,14,0,0,143,AE,2,2,2.5,0,0,0,0,0,3.25,-1,-1
1561,A,,Rock'n'Roll-Juniors,Final,2,491,1,-5,-5,15,14,0,0,143,CDP,2,2.5,2,0,0,0,0,0,3.25,-1,-1
1561,A,,Rock'n'Roll-Juniors,Final,2,491,1,-5,-5,15,14,0,0,143,DF,2,2.5,2.5,0,0,0,0,0,3.25,-1,-1
1561,A,,Rock'n'Roll-Juniors,Final,3,430,1,-10,-15,12,10,-2,-30,143,AE,1.5,1,2,0,0,0,0,0,2.25,-1,-1
1561,A,,Rock'n'Roll-Juniors,Final,3,430,1,-10,-15,12,10,-2,-30,143,CDP,1.5,1.5,2,0,0,0,0,0,2.25,-1,-1
1561,A,,Rock'n'Roll-Juniors,Final,3,430,1,-10,-15,12,10,-2,-30,143,DF,1.5,2,2.5,0,0,0,0,0,2.25,-1,-1
1561,A,,Rock'n'Roll-Juniors,Final,4,118,1,-15,-35,9,7,0,0,143,AE,0.5,1,1,0,0,0,0,0,1.25,-1,-1
1561,A,,Rock'n'Roll-Juniors,Final,4,118,1,-15,-35,9,7,0,0,143,CDP,1.5,1,1,0,0,0,0,0,1.25,-1,-1
1561,A,,Rock'n'Roll-Juniors,Final,4,118,1,-15,-35,9,7,0,0,143,DF,1,1.5,2,0,0,0,0,0,1.25,-1,-1
1561,A,,Rock'n'Roll-Juniors,Final,5,60,1,-15,-25,8,9,0,0,143,AE,1,1.5,1,0,0,0,0,0,1.75,-1,-1
1561,A,,Rock'n'Roll-Juniors,Final,5,60,1,-15,-25,8,9,0,0,143,CDP,1,2,1.5,0,0,0,0,0,1.75,-1,-1
1561,A,,Rock'n'Roll-Juniors,Final,5,60,1,-15,-25,8,9,0,0,143,DF,1,1.5,1.5,0,0,0,0,0,1.75,-1,-1
1561,A,,Rock'n'Roll-Juniors,Final,6,197,1,-50,-50,7,6,0,0,143,AE,0.5,1.5,1,0,0,0,0,0,1.5,-1,-1
1561,A,,Rock'n'Roll-Juniors,Final,6,197,1,-50,-50,7,6,0,0,143,CDP,1,1,1,0,0,0,0,0,1.5,-1,-1
1561,A,,Rock'n'Roll-Juniors,Final,6,197,1,-50,-50,7,6,0,0,143,DF,1,1,1.5,0,0,0,0,0,1.5,-1,-1
1561,B,,Rock'n'Roll-Juniors,Final,1,494,2,-5,-5,15,12,0,0,143,CDP,2,1.5,2.5,0,0,0,0,0,2.75,-1,-1
1561,B,,Rock'n'Roll-Juniors,Final,1,494,2,-5,-5,15,12,0,0,143,DF,2.5,2.5,2.5,0,0,0,0,0,2.75,-1,-1
1561,B,,Rock'n'Roll-Juniors,Final,1,494,2,-5,-5,15,12,0,0,143,AE,2,1.5,2,0,0,0,0,0,2.75,-1,-1
1561,B,,Rock'n'Roll-Juniors,Final,2,491,2,-5,-10,13,12,0,0,143,AE,2,2,2.5,0,0,0,0,0,3.25,-1,-1
1561,B,,Rock'n'Roll-Juniors,Final,2,491,2,-5,-10,13,12,0,0,143,CDP,2,2,2,0,0,0,0,0,3.25,-1,-1
1561,B,,Rock'n'Roll-Juniors,Final,2,491,2,-5,-10,13,12,0,0,143,DF,2,2.5,2,0,0,0,0,0,3.25,-1,-1
1561,B,,Rock'n'Roll-Juniors,Final,3,430,2,-15,-10,12,9,0,-50,143,AE,1.5,1.5,2,0,0,0,0,0,2.5,-1,-1
1561,B,,Rock'n'Roll-Juniors,Final,3,430,2,-15,-10,12,9,0,-50,143,CDP,1.5,1.5,1.5,0,0,0,0,0,2.5,-1,-1
1561,B,,Rock'n'Roll-Juniors,Final,3,430,2,-15,-10,12,9,0,-50,143,DF,2,2,2,0,0,0,0,0,2.5,-1,-1
1561,B,,Rock'n'Roll-Juniors,Final,4,118,2,-15,-15,9,8,0,0,143,AE,1,1.5,1.5,0,0,0,0,0,2,-1,-1
1561,B,,Rock'n'Roll-Juniors,Final,4,118,2,-15,-15,9,8,0,0,143,CDP,1.5,1.5,1,0,0,0,0,0,2,-1,-1
1561,B,,Rock'n'Roll-Juniors,Final,4,118,2,-15,-15,9,8,0,0,143,DF,1.5,1.5,1.5,0,0,0,0,0,2,-1,-1
1561,B,,Rock'n'Roll-Juniors,Final,5,60,2,-10,-25,8,8,0,0,143,AE,1,1.5,1.5,0,0,0,0,0,2,-1,-1
1561,B,,Rock'n'Roll-Juniors,Final,5,60,2,-10,-25,8,8,0,0,143,CDP,1.5,1,1.5,0,0,0,0,0,2,-1,-1
1561,B,,Rock'n'Roll-Juniors,Final,5,60,2,-10,-25,8,8,0,0,143,DF,1,1.5,1.5,0,0,0,0,0,2,-1,-1
1561,B,,Rock'n'Roll-Juniors,Final,6,197,2,-50,-50,5,5,0,0,143,AE,1,1,1.5,0,0,0,0,0,1.75,-1,-1
1561,B,,Rock'n'Roll-Juniors,Final,6,197,2,-50,-50,5,5,0,0,143,CDP,1,1,0.5,0,0,0,0,0,1.75,-1,-1
1561,B,,Rock'n'Roll-Juniors,Final,6,197,2,-50,-50,5,5,0,0,143,DF,1,0.5,1,0,0,0,0,0,1.75,-1,-1
1561,C,,Rock'n'Roll-Juniors,Final,1,494,3,-25,-25,11,11,0,0,143,DF,2,2,1.5,0,0,0,0,0,2.25,-1,-1
1561,C,,Rock'n'Roll-Juniors,Final,1,494,3,-25,-25,11,11,0,0,143,AE,1.5,1.5,1.5,0,0,0,0,0,2.25,-1,-1
1561,C,,Rock'n'Roll-Juniors,Final,1,494,3,-25,-25,11,11,0,0,143,CDP,2,1.5,2,0,0,0,0,0,2.25,-1,-1
