rt_id,Judge,Type,Category,Round,Heat,Stn,stanica,FWL1,FWM1,DF1,CDP1,sm,bm,turnir,krit,val1,val2,val3,Acro 1,Acro 2,Acro 3,Acro 4,Acro 5,Acro 6,Acro 7,Acro 8
1561,C,,Rock'n'Roll-Juniors,Final,2,491,3,-15,-15,13,11,0,0,143,AE,1.5,2,2,0,0,0,0,0,3,-1,-1
1561,C,,Rock'n'Roll-Juniors,Final,2,491,3,-15,-15,13,11,0,0,143,CDP,2,1.5,1.5,0,0,0,0,0,3,-1,-1
1561,C,,Rock'n'Roll-Juniors,Final,2,491,3,-15,-15,13,11,0,0,143,DF,2,2.5,2,0,0,0,0,0,3,-1,-1
1561,C,,Rock'n'Roll-Juniors,Final,3,430,3,-25,-15,12,10,0,-60,143,DF,2,2,2,0,0,0,0,0,2,-1,-1
1561,C,,Rock'n'Roll-Juniors,Final,3,430,3,-25,-15,12,10,0,-60,143,AE,1,1.5,1.5,0,0,0,0,0,2,-1,-1
1561,C,,Rock'n'Roll-Juniors,Final,3,430,3,-25,-15,12,10,0,-60,143,CDP,2,1.5,1.5,0,0,0,0,0,2,-1,-1
1561,C,,Rock'n'Roll-Juniors,Final,4,118,3,-35,-35,10,9,0,0,143,DF,2,1.5,1.5,0,0,0,0,0,2,-1,-1
1561,C,,Rock'n'Roll-Juniors,Final,4,118,3,-35,-35,10,9,0,0,143,AE,1.5,1,1.5,0,0,0,0,0,2,-1,-1
1561,C,,Rock'n'Roll-Juniors,Final,4,118,3,-35,-35,10,9,0,0,143,CDP,1.5,1.5,1.5,0,0,0,0,0,2,-1,-1
1561,C,,Rock'n'Roll-Juniors,Final,5,60,3,-25,-25,10,10,0,0,143,AE,1,1.5,1,0,0,0,0,0,1.75,-1,-1
1561,C,,Rock'n'Roll-Juniors,Final,5,60,3,-25,-25,10,10,0,0,143,CDP,2,1.5,1.5,0,0,0,0,0,1.75,-1,-1
1561,C,,Rock'n'Roll-Juniors,Final,5,60,3,-25,-25,10,10,0,0,143,DF,1.5,2,1.5,0,0,0,0,0,1.75,-1,-1
1561,C,,Rock'n'Roll-Juniors,Final,6,197,3,-50,-35,8,10,-4,0,143,DF,1.5,1,1.5,0,0,0,0,0,1.5,-1,-1
1561,C,,Rock'n'Roll-Juniors,Final,6,197,3,-50,-35,8,10,-4,0,143,CDP,1.5,2,1.5,0,0,0,0,0,1.5,-1,-1
1561,C,,Rock'n'Roll-Juniors,Final,6,197,3,-50,-35,8,10,-4,0,143,AE,1,1,1,0,0,0,0,0,1.5,-1,-1
1561,D,,Rock'n'Roll-Juniors,Final,1,494,4,-10,-10,13,13,0,0,143,CDP,2,2,2.5,0,0,0,0,0,3.25,-1,-1
1561,D,,Rock'n'Roll-Juniors,Final,1,494,4,-10,-10,13,13,0,0,143,DF,2,2.5,2,0,0,0,0,0,3.25,-1,-1
1561,D,,Rock'n'Roll-Juniors,Final,1,494,4,-10,-10,13,13,0,0,143,AE,2.5,2,2,0,0,0,0,0,3.25,-1,-1
1561,D,,Rock'n'Roll-Juniors,Final,2,491,4,-10,-10,15,18,0,0,143,AE,2.5,2.5,2.5,0,0,0,0,0,3.75,-1,-1
1561,D,,Rock'n'Roll-Juniors,Final,2,491,4,-10,-10,15,18,0,0,143,CDP,2.5,2.5,3,0,0,0,0,0,3.75,-1,-1
1561,D,,Rock'n'Roll-Juniors,Final,2,491,4,-10,-10,15,18,0,0,143,DF,2.5,2.5,2.5,0,0,0,0,0,3.75,-1,-1
1561,D,,Rock'n'Roll-Juniors,Final,3,430,4,-25,-15,11,11,0,-50,143,AE,2,2.5,2,0,0,0,0,0,3.25,-1,-1
1561,D,,Rock'n'Roll-Juniors,Final,3,430,4,-25,-15,11,11,0,-50,143,CDP,1.5,1.5,2.5,0,0,0,0,0,3.25,-1,-1
1561,D,,Rock'n'Roll-Juniors,Final,3,430,4,-25,-15,11,11,0,-50,143,DF,2,1.5,2,0,0,0,0,0,3.25,-1,-1
1561,D,,Rock'n'Roll-Juniors,Final,4,118,4,-35,-50,9,9,-2,0,143,AE,1.5,1.5,1.5,0,0,0,0,0,2.25,-1,-1
1561,D,,Rock'n'Roll-Juniors,Final,4,118,4,-35,-50,9,9,-2,0,143,CDP,1.5,1.5,1.5,0,0,0,0,0,2.25,-1,-1
1561,D,,Rock'n'Roll-Juniors,Final,4,118,4,-35,-50,9,9,-2,0,143,DF,1.5,1.5,1.5,0,0,0,0,0,2.25,-1,-1
1561,D,,Rock'n'Roll-Juniors,Final,5,60,4,-35,-15,10,10,0,0,143,AE,1.5,1.5,1.5,0,0,0,0,0,2.25,-1,-1
1561,D,,Rock'n'Roll-Juniors,Final,5,60,4,-35,-15,10,10,0,0,143,CDP,1.5,1.5,2,0,0,0,0,0,2.25,-1,-1
1561,D,,Rock'n'Roll-Juniors,Final,5,60,4,-35,-15,10,10,0,0,143,DF,1.5,1.5,2,0,0,0,0,0,2.25,-1,-1
1561,D,,Rock'n'Roll-Juniors,Final,6,197,4,-75,-75,7,9,-2,0,143,AE,1,1,1.5,0,0,0,0,0,1.75,-1,-1
1561,D,,Rock'n'Roll-Juniors,Final,6,197,4,-75,-75,7,9,-2,0,143,DF,1,1.5,1,0,0,0,0,0,1.75,-1,-1
1561,D,,Rock'n'Roll-Juniors,Final,6,197,4,-75,-75,7,9,-2,0,143,CDP,1.5,1.5,1.5,0,0,0,0,0,1.75,-1,-1
1561,E,,Rock'n'Roll-Juniors,Final,1,494,5,-15,-10,10,9,0,0,143,AE,2,2,2,0,0,0,0,0,3,-1,-1
1561,E,,Rock'n'Roll-Juniors,Final,1,494,5,-15,-10,10,9,0,0,143,CDP,1.5,1.5,1.5,0,0,0,0,0,3,-1,-1
1561,E,,Rock'n'Roll-Juniors,Final,1,494,5,-15,-10,10,9,0,0,143,DF,2,1.5,1.5,0,0,0,0,0,3,-1,-1
1561,E,,Rock'n'Roll-Juniors,Final,2,491,5,-10,-10,12,13,0,0,143,AE,2.5,2,2,0,0,0,0,0,3.25,-1,-1
1561,E,,Rock'n'Roll-Juniors,Final,2,491,5,-10,-10,12,13,0,0,143,CDP,2,2,2,0,0,0,0,0,3.25,-1,-1
1561,E,,Rock'n'Roll-Juniors,Final,2,491,5,-10,-10,12,13,0,0,143,DF,2,2,2,0,0,0,0,0,3.25,-1,-1
1561,E,,Rock'n'Roll-Juniors,Final,3,430,5,-50,-50,5,6,0,-30,143,AE,1,0.5,1.5,0,0,0,0,0,1.5,-1,-1
1561,E,,Rock'n'Roll-Juniors,Final,3,430,5,-50,-50,5,6,0,-30,143,CDP,1,1,1,0,0,0,0,0,1.5,-1,-1
1561,E,,Rock'n'Roll-Juniors,Final,3,430,5,-50,-50,5,6,0,-30,143,DF,1,0.5,1,0,0,0,0,0,1.5,-1,-1
1561,E,,Rock'n'Roll-Juniors,Final,4,118,5,-25,-25,8,6,0,0,143,AE,1.5,1.5,1.5,0,0,0,0,0,2.25,-1,-1
1561,E,,Rock'n'Roll-Juniors,Final,4,118,5,-25,-25,8,6,0,0,143,CDP,1,1,1,0,0,0,0,0,2.25,-1,-1
1561,E,,Rock'n'Roll-Juniors,Final,4,118,5,-25,-25,8,6,0,0,143,DF,1.5,1.5,1,0,0,0,0,0,2.25,-1,-1
1561,E,,Rock'n'Roll-Juniors,Final,5,60,5,-25,-25,10,9,0,0,143,AE,2,1.5,1.5,0,0,0,0,0,2.5,-1,-1
1561,E,,Rock'n'Roll-Juniors,Final,5,60,5,-25,-25,10,9,0,0,143,CDP,1.5,1.5,1.5,0,0,0,0,0,2.5,-1,-1
1561,E,,Rock'n'Roll-Juniors,Final,5,60,5,-25,-25,10,9,0,0,143,DF,1.5,2,1.5,0,0,0,0,0,2.5,-1,-1
1561,E,,Rock'n'Roll-Juniors,Final,6,197,5,-75,-75,3,3,0,0,143,AE,1,1,0.5,0,0,0,0,0,1.25,-1,-1
1561,E,,Rock'n'Roll-Juniors,Final,6,197,5,-75,-75,3,3,0,0,143,DF,0.5,0.5,0.5,0,0,0,0,0,1.25,-1,-1
1561,E,,Rock'n'Roll-Juniors,Final,6,197,5,-75,-75,3,3,0,0,143,CDP,0.5,0.5,0.5,0,0,0,0,0,1.25,-1,-1
1565,A,F,Rock'n'Roll-Main Class Start,Final,1,36,1,-35,-15,11.25,8,-2,0,143,CDP,1,1.5,1.5,0,0,0,0,0,0,-1,-1
1565,A,F,Rock'n'Roll-Main Class Start,Final,1,36,1,-35,-15,11.25,8,-2,0,143,DF,1,2,1.5,0,0,0,0,0,0,-1,-1
1565,A,F,Rock'n'Roll-Main Class Start,Final,2,142,1,-25,-25,11.25,7,0,0,143,CDP,1,1,1.5,0,0,0,0,0,0,-1,-1
1565,A,F,Rock'n'Roll-Main Class Start,Final,2,142,1,-25,-25,11.25,7,0,0,143,DF,1,1.5,2,0,0,0,0,0,0,-1,-1
1565,A,F,Rock'n'Roll-Main Class Start,Final,3,176,1,-25,-15,11.25,8,0,0,143,DF,1,1.5,2,0,0,0,0,0,0,-1,-1
1565,A,F,Rock'n'Roll-Main Class Start,Final,3,176,1,-25,-15,11.25,8,0,0,143,CDP,1,1.5,1.5,0,0,0,0,0,0,-1,-1
1565,A,F,Rock'n'Roll-Main Class Start,Final,4,371,1,-25,-35,10,6,-4,0,143,CDP,0.5,1.5,1,0,0,0,0,0,0,-1,-1
1565,A,F,Rock'n'Roll-Main Class Start,Final,4,371,1,-25,-35,10,6,-4,0,143,DF,1,1.5,1.5,0,0,0,0,0,0,-1,-1
1565,A,F,Rock'n'Roll-Main Class Start,Final,5,28,1,-10,-15,12.5,11,-2,0,143,CDP,2,1.5,2,0,0,0,0,0,0,-1,-1
1565,A,F,Rock'n'Roll-Main Class Start,Final,5,28,1,-10,-15,12.5,11,-2,0,143,DF,1.5,1.5,2,0,0,0,0,0,0,-1,-1
1565,C,F,Rock'n'Roll-Main Class Start,Final,1,36,3,-50,-25,10,9,0,0,143,CDP,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1565,C,F,Rock'n'Roll-Main Class Start,Final,1,36,3,-50,-25,10,9,0,0,143,DF,1.5,1,1.5,0,0,0,0,0,0,-1,-1
1565,C,F,Rock'n'Roll-Main Class Start,Final,2,142,3,-35,-35,8.75,8,0,0,143,CDP,1,1.5,1.5,0,0,0,0,0,0,-1,-1
1565,C,F,Rock'n'Roll-Main Class Start,Final,2,142,3,-35,-35,8.75,8,0,0,143,DF,1,1,1.5,0,0,0,0,0,0,-1,-1
1565,C,F,Rock'n'Roll-Main Class Start,Final,3,176,3,-50,-25,8.75,8,0,0,143,CDP,1,1.5,1.5,0,0,0,0,0,0,-1,-1
1565,C,F,Rock'n'Roll-Main Class Start,Final,3,176,3,-50,-25,8.75,8,0,0,143,DF,1,1,1.5,0,0,0,0,0,0,-1,-1
1565,C,F,Rock'n'Roll-Main Class Start,Final,4,371,3,-35,-35,7.5,9,-2,0,143,CDP,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1565,C,F,Rock'n'Roll-Main Class Start,Final,4,371,3,-35,-35,7.5,9,-2,0,143,DF,1,1,1,0,0,0,0,0,0,-1,-1
1565,C,F,Rock'n'Roll-Main Class Start,Final,5,28,3,-25,-35,10,9,0,0,143,CDP,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1565,C,F,Rock'n'Roll-Main Class Start,Final,5,28,3,-25,-35,10,9,0,0,143,DF,1,1.5,1.5,0,0,0,0,0,0,-1,-1
1565,E,F,Rock'n'Roll-Main Class Start,Final,1,36,5,-75,-10,8.75,7,0,0,143,CDP,1.5,1,1,0,0,0,0,0,0,-1,-1
1565,E,F,Rock'n'Roll-Main Class Start,Final,1,36,5,-75,-10,8.75,7,0,0,143,DF,1.5,1,1,0,0,0,0,0,0,-1,-1
1565,E,F,Rock'n'Roll-Main Class Start,Final,2,142,5,-50,-50,8.75,6,0,0,143,CDP,1,1,1,0,0,0,0,0,0,-1,-1
1565,E,F,Rock'n'Roll-Main Class Start,Final,2,142,5,-50,-50,8.75,6,0,0,143,DF,1.5,1,1,0,0,0,0,0,0,-1,-1
1565,E,F,Rock'n'Roll-Main Class Start,Final,3,176,5,-50,-35,8.75,6,0,0,143,DF,1.5,1,1,0,0,0,0,0,0,-1,-1
1565,E,F,Rock'n'Roll-Main Class Start,Final,3,176,5,-50,-35,8.75,6,0,0,143,CDP,1,1,1,0,0,0,0,0,0,-1,-1
1565,E,F,Rock'n'Roll-Main Class Start,Final,4,371,5,-25,-50,11.25,10,0,0,143,CDP,1.5,1.5,2,0,0,0,0,0,0,-1,-1
1565,E,F,Rock'n'Roll-Main Class Start,Final,4,371,5,-25,-50,11.25,10,0,0,143,DF,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1565,E,F,Rock'n'Roll-Main Class Start,Final,5,28,5,-50,-50,11.25,6,0,0,143,CDP,1,1,1,0,0,0,0,0,0,-1,-1
1565,E,F,Rock'n'Roll-Main Class Start,Final,5,28,5,-50,-50,11.25,6,0,0,143,DF,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1567,A,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,1,283,1,-15,-25,5.625,4.5,0,0,143,DF,1,1.5,2,0,0,0,0,0,0,-1,-1
1567,A,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,1,283,1,-15,-25,5.625,4.5,0,0,143,CDP,1,1.5,2,0,0,0,0,0,0,-1,-1
1567,A,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,2,300,1,-35,-35,5,2.5,0,0,143,DF,1,1.5,1.5,0,0,0,0,0,0,-1,-1
1567,A,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,2,300,1,-35,-35,5,2.5,0,0,143,CDP,0.5,1,1,0,0,0,0,0,0,-1,-1
1567,A,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,3,179,1,-10,-10,6.875,4,0,0,143,CDP,1,2,1,0,0,0,0,0,0,-1,-1
1567,A,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,3,179,1,-10,-10,6.875,4,0,0,143,DF,1.5,2,2,0,0,0,0,0,0,-1,-1
1567,A,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,4,181,1,-25,-25,6.25,4.5,0,0,143,CDP,1.5,2,1,0,0,0,0,0,0,-1,-1
1567,A,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,4,181,1,-25,-25,6.25,4.5,0,0,143,DF,1,2,2,0,0,0,0,0,0,-1,-1
1567,A,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,5,362,1,-10,-5,9.375,7,0,0,143,DF,2,2.5,2.5,0,0,0,0,0,0,-1,-1
1567,A,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,5,362,1,-10,-5,9.375,7,0,0,143,CDP,2,2.5,2.5,0,0,0,0,0,0,-1,-1
1567,A,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,6,363,1,-10,-10,8.75,5,0,0,143,CDP,1.5,2,1.5,0,0,0,0,0,0,-1,-1
1567,A,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,6,363,1,-10,-10,8.75,5,0,0,143,DF,2,2.5,2,0,0,0,0,0,0,-1,-1
1567,B,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,1,283,2,-25,-35,5,4,0,0,143,CDP,1.5,1.5,1,0,0,0,0,0,0,-1,-1
1567,B,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,1,283,2,-25,-35,5,4,0,0,143,DF,1,1.5,1.5,0,0,0,0,0,0,-1,-1
1567,B,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,2,300,2,-50,-50,3.75,2.5,0,0,143,CDP,1,1,0.5,0,0,0,0,0,0,-1,-1
1567,B,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,2,300,2,-50,-50,3.75,2.5,0,0,143,DF,1,1,1,0,0,0,0,0,0,-1,-1
1567,B,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,3,179,2,-5,-10,6.25,5.5,0,0,143,CDP,2,1.5,2,0,0,0,0,0,0,-1,-1
1567,B,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,3,179,2,-5,-10,6.25,5.5,0,0,143,DF,1.5,2,1.5,0,0,0,0,0,0,-1,-1
1567,B,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,4,181,2,-10,-35,6.25,4,0,0,143,CDP,1.5,1.5,1,0,0,0,0,0,0,-1,-1
1567,B,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,4,181,2,-10,-35,6.25,4,0,0,143,DF,1.5,2,1.5,0,0,0,0,0,0,-1,-1
1567,B,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,5,362,2,-15,-10,7.5,6,0,0,143,CDP,2,2,2,0,0,0,0,0,0,-1,-1
1567,B,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,5,362,2,-15,-10,7.5,6,0,0,143,DF,2,2,2,0,0,0,0,0,0,-1,-1
1567,B,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,6,363,2,-15,-15,6.875,5,0,0,143,CDP,1.5,1.5,2,0,0,0,0,0,0,-1,-1
1567,B,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,6,363,2,-15,-15,6.875,5,0,0,143,DF,1.5,2,2,0,0,0,0,0,0,-1,-1
1567,C,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,1,283,3,-35,-35,6.25,5,0,0,143,CDP,2,1.5,1.5,0,0,0,0,0,0,-1,-1
1567,C,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,1,283,3,-35,-35,6.25,5,0,0,143,DF,1.5,2,1.5,0,0,0,0,0,0,-1,-1
1567,C,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,2,300,3,-35,-50,5.625,4.5,0,0,143,DF,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1567,C,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,2,300,3,-35,-50,5.625,4.5,0,0,143,CDP,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1567,C,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,3,179,3,-35,-35,6.875,4.5,0,0,143,CDP,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1567,C,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,3,179,3,-35,-35,6.875,4.5,0,0,143,DF,2,2,1.5,0,0,0,0,0,0,-1,-1
1567,C,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,4,181,3,-35,-35,6.875,5.5,0,0,143,CDP,1.5,2,2,0,0,0,0,0,0,-1,-1
1567,C,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,4,181,3,-35,-35,6.875,5.5,0,0,143,DF,1.5,2,2,0,0,0,0,0,0,-1,-1
1567,C,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,5,362,3,-25,-15,6.875,5,0,0,143,CDP,2,1.5,1.5,0,0,0,0,0,0,-1,-1
1567,C,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,5,362,3,-25,-15,6.875,5,0,0,143,DF,1.5,2,2,0,0,0,0,0,0,-1,-1
1567,C,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,6,363,3,-5,0,8.75,6,0,0,143,CDP,2,2,2,0,0,0,0,0,0,-1,-1
1567,C,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,6,363,3,-5,0,8.75,6,0,0,143,DF,2,2.5,2.5,0,0,0,0,0,0,-1,-1
1567,D,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,1,283,4,-15,-10,5.625,4.5,0,0,143,CDP,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1567,D,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,1,283,4,-15,-10,5.625,4.5,0,0,143,DF,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
1567,D,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,2,300,4,-50,-50,6.25,5,0,0,143,CDP,1.5,2,1.5,0,0,0,0,0,0,-1,-1
1567,D,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,2,300,4,-50,-50,6.25,5,0,0,143,DF,1.5,2,1.5,0,0,0,0,0,0,-1,-1
1567,D,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,3,179,4,-15,-15,6.875,5,0,0,143,CDP,1.5,2,1.5,0,0,0,0,0,0,-1,-1
1567,D,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,3,179,4,-15,-15,6.875,5,0,0,143,DF,1.5,2,2,0,0,0,0,0,0,-1,-1
1567,D,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,4,181,4,-15,-15,7.5,7,0,0,143,CDP,2.5,2.5,2,0,0,0,0,0,0,-1,-1
1567,D,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,4,181,4,-15,-15,7.5,7,0,0,143,DF,2,2,2,0,0,0,0,0,0,-1,-1
1567,D,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,5,362,4,-10,-15,9.375,7,0,0,143,CDP,2.5,2,2.5,0,0,0,0,0,0,-1,-1
1567,D,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,5,362,4,-10,-15,9.375,7,0,0,143,DF,2.5,2.5,2.5,0,0,0,0,0,0,-1,-1
1567,D,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,6,363,4,-10,-10,8.75,9,0,0,143,DF,2.5,2.5,2,0,0,0,0,0,0,-1,-1
1567,D,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,6,363,4,-10,-10,8.75,9,0,0,143,CDP,3,2.5,2.5,0,0,0,0,0,0,-1,-1
1567,E,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,1,283,5,-35,-35,6.25,5,0,0,143,CDP,1.5,1.5,2,0,0,0,0,0,0,-1,-1
1567,E,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,1,283,5,-35,-35,6.25,5,0,0,143,DF,2,1.5,1.5,0,0,0,0,0,0,-1,-1
1567,E,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,2,300,5,-50,-75,3.75,3,0,0,143,CDP,1,1,1,0,0,0,0,0,0,-1,-1
1567,E,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,2,300,5,-50,-75,3.75,3,0,0,143,DF,1,1,1,0,0,0,0,0,0,-1,-1
1567,E,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,3,179,5,-10,-5,7.5,6,0,0,143,DF,2,2,2,0,0,0,0,0,0,-1,-1
1567,E,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,3,179,5,-10,-5,7.5,6,0,0,143,CDP,2,2,2,0,0,0,0,0,0,-1,-1
1567,E,F,Rock'n'Roll-Main Class Contact Style,Final - Foot technique,4,181,5,-35,-35,5.625,4.5,0,0,143,DF,1.5,1.5,1.5,0,0,0,0,0,0,-1,-1
